"filename","signature"
"GT 64 - Championship Edition (Europe) (En,Fr,De).z64","75571443"
"GameBooster 64 (Europe) (v1.1) (Unl).bin","A2D74090"
"Gauntlet Legends (Europe).z64","B1DB769E"
"Gex 3 - Deep Cover Gecko (Europe) (En,Es,It).z64","19BAAD87"
"Gex 3 - Deep Cover Gecko (Europe) (Fr,De).z64","B91CEA3B"
"Gex 64 - Enter the Gecko (Europe).z64","1F565589"
"Glover (Europe) (En,Fr,De).z64","84B18171"
"GoldenEye 007 (Europe).z64","D2602EDF"
"HSV Adventure Racing! (Australia).z64","1A9280C1"
"Hercules - The Legendary Journeys (Europe) (En,Fr,De,Es,It,Nl).z64","5C517481"
"Hexen (Europe).z64","C9DCE288"
"Hexen (Germany).z64","8CC004B7"
"Holy Magic Century (Europe).z64","634C0507"
"Holy Magic Century (Germany).z64","BCDBC0B4"
"Hot Wheels - Turbo Racing (Europe) (En,Fr,De).z64","B8F8647C"
"Hybrid Heaven (Europe) (En,Fr,De).z64","5320C6E6"
"Hydro Thunder (Europe).z64","E2024270"
"Iggy's Reckin' Balls (Europe).z64","9C8FFDE4"
"In-Fisherman - Bass Hunter 64 (Europe).z64","F99983E2"
"Indiana Jones and the Infernal Machine (Australia) (Proto).z64","E616BDE1"
"International Superstar Soccer '98 (Europe) (Beta) (1998-03-02).z64","2A220D06"
"International Superstar Soccer '98 (Europe).z64","DC4D8A26"
"International Superstar Soccer 2000 (Europe) (En,De).z64","54DD05F1"
"International Superstar Soccer 2000 (Europe) (Fr,It).z64","4D089421"
"International Superstar Soccer 64 (Europe).z64","3E5DC6DA"
"International Track & Field - Summer Games (Europe) (En,Fr,De).z64","8E899A72"
"Jeremy McGrath Supercross 2000 (Europe).z64","5C7DD262"
"Jet Force Gemini (Europe) (En,Fr,De,Es).z64","DB6728BB"
"John Romero's Daikatana (Europe) (En,Fr,De).z64","A71B0906"
"Killer Instinct Gold (Europe).z64","EEED177A"
"Kirby 64 - The Crystal Shards (Europe).z64","EFD236A5"
"Knife Edge - Nose Gunner (Europe).z64","6B15A8E5"
"Knockout Kings 2000 (Europe).z64","22778EEC"
"Kobe Bryant in NBA Courtside (Europe).z64","C2149CF8"
"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi).z64","150DF3E3"
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Debug).z64","FDA45731"
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1) (Wii Virtual Console).z64","B06102DD"
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1).z64","B06102DD"
"Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es).z64","0071A6DE"
"Legend of Zelda, The - Majora's Mask (Europe) (GameCube).z64","9E83BF3E"
"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-13) (GameCube).z64","9A6F4860"
"Legend of Zelda, The - Ocarina of Time (Europe) (Beta) (2003-02-21) (GameCube) (Debug).z64","887C3D0E"
"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) (Rev 1).z64","D722AE4B"
"Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De).z64","7021064B"
"Legend of Zelda, The - Ocarina of Time (Europe) (GameCube).z64","D3174081"
"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (En,Fr,De) (GameCube).z64","9EBBF464"
"Legend of Zelda, The - Ocarina of Time - Master Quest (Europe) (GameCube) (Debug).z64","7B32F2EA"
"Lode Runner 3-D (Europe) (En,Fr,De,Es,It).z64","6854F91A"
"Lylat Wars (Australia) (En,Fr,De).z64","AAEA4CDF"
"Lylatwars (Europe) (En,Fr,De).z64","6266A989"
"MRC - Multi-Racing Championship (Europe) (En,Fr,De).z64","32D9A959"
"Mace - The Dark Age (Europe).z64","4725DA2B"
"Madden Football 64 (Europe).z64","A1560F35"
"Madden NFL 99 (Europe).z64","BA4ECFFA"
"Magical Tetris Challenge (Europe).z64","A4EC38B0"
"Magical Tetris Challenge (Germany).z64","7E5802F0"
"Major League Baseball Featuring Ken Griffey Jr. (Australia).z64","559CAAE1"
"Mario Golf (Europe).z64","A1B1A3B0"
"Mario Kart 64 (Europe) (Rev 1).z64","0A00B94F"
"Mario Kart 64 (Europe).z64","52BA66FA"
"Mario Party (Europe) (En,Fr,De).z64","46B8FA4D"
"Mario Party 2 (Europe) (En,Fr,De,Es,It) (Wii Virtual Console).z64","7590018A"
"Mario Party 2 (Europe) (En,Fr,De,Es,It).z64","7590018A"
"Mario Party 3 (Europe) (En,Fr,De,Es).z64","1FEE111E"
"Mario Tennis (Europe) (Wii Virtual Console).z64","22C010E7"
"Mario Tennis (Europe).z64","2326BE29"
"Michael Owen's WLS 2000 (Europe) (En,Fr,De,Es,It) (Beta).z64","03867849"
"Michael Owen's WLS 2000 (Europe).z64","C0990687"
"Micro Machines 64 Turbo (Europe) (En,Fr,De,Es,It).z64","A7ACBCF2"
"Milo's Astro Lanes (Europe).z64","5375083D"
"Mischief Makers (Europe).z64","B04BF4EE"
"Mission - Impossible (Europe) (Beta).z64","B4DF913E"
"Mission - Impossible (Europe).z64","6499464B"
"Mission - Impossible (Germany).z64","2CC9283E"
"Monaco Grand Prix - Racing Simulation 2 (Europe) (En,Fr,Es,It).z64","28112E8A"
"Monster Truck Madness 64 (Europe) (En,Fr,De,Es,It).z64","25ED54AB"
"Mortal Kombat 4 (Europe).z64","EB9BAD1F"
"Mortal Kombat Mythologies - Sub-Zero (Europe).z64","7DA7F452"
"Mortal Kombat Trilogy (Europe).z64","59B531F8"
"Mystical Ninja 2 Starring Goemon (Europe) (En,Fr,De).z64","838E8DBA"
"Mystical Ninja Starring Goemon (Europe).z64","71D06F56"
"NASCAR 99 (Europe) (En,Fr,De).z64","6E97817E"
"NBA Hangtime (Europe).z64","AD5C662C"
"NBA Jam 2000 (Europe).z64","E469F77A"
"NBA Jam 99 (Europe).z64","1406C066"
"NBA Live 2000 (Europe) (En,Fr,De,Es).z64","0C578762"
"NBA Live 99 (Europe) (En,Fr,De,Es,It).z64","22F07E13"
"NBA Pro 98 (Europe).z64","80C72F37"
"NBA Pro 99 (Europe).z64","B2F2BAE9"
"NBA in the Zone 2000 (Europe).z64","6B74877B"
"NFL Quarterback Club 2000 (Europe).z64","386F4D37"
"NFL Quarterback Club 98 (Europe).z64","ACC4572C"
"NFL Quarterback Club 99 (Europe).z64","003965CA"
"NHL 99 (Europe) (En,De,Sv,Fi).z64","64E6FD98"
"NHL Breakaway 98 (Europe).z64","9B38FF6C"
"NHL Breakaway 99 (Europe).z64","10B0EBB2"
"NHL Pro 99 (Europe).z64","E2984B12"
"Nagano Winter Olympics '98 (Europe).z64","232F27EB"
"New Tetris, The (Europe).z64","C3F93DBB"
"Nuclear Strike 64 (Europe) (En,Fr).z64","6FB60CE5"
"Nuclear Strike 64 (Germany) (1999-11-17) (Beta).z64","39E53104"
"Nuclear Strike 64 (Germany).z64","9692836C"
"O.D.T. (Europe) (En,Fr,De,Es,It) (Proto).z64","3B00B757"
"Off Road Challenge (Europe).z64","6F03278E"
"Olympic Hockey 98 (Europe) (En,Fr,De,Es).z64","1AB5BE22"
"Operation WinBack (Europe) (En,Fr,De,Es,It).z64","350D11B2"
"PGA European Tour Golf (Europe) (En,De) (Version B.29) (Beta).z64","F178905B"
"PGA European Tour Golf (Europe) (En,Fr,De,Es,It).z64","B15B0955"
"Paper Mario (Europe) (En,Fr,De,Es).z64","E28A5ED5"
"Paperboy (Europe).z64","746C6122"
"Penny Racers (Europe).z64","1C6C5509"
"Perfect Dark (Europe) (2000-04-26) (Debug).z64","7CAC8A50"
"Perfect Dark (Europe) (En,Fr,De,Es,It).z64","D7D3A654"
"Pilotwings 64 (Europe) (En,Fr,De).z64","AD288E5D"
"Pokemon Puzzle League (Europe) (Wii Virtual Console).z64","816AF3F8"
"Pokemon Puzzle League (Europe).z64","816AF3F8"
"Pokemon Puzzle League (Germany) (Wii Virtual Console).z64","17D6BD79"
"Pokemon Puzzle League (Germany).z64","17D6BD79"
"Pokemon Snap (Australia).z64","1E3BFF15"
"Pokemon Snap (Europe).z64","D3D91D40"
"Pokemon Snap (Germany).z64","E157291E"
"Pokemon Stadium (Europe) (Rev 1).z64","B7D99696"
"Pokemon Stadium (Europe).z64","80256A83"
"Pokemon Stadium (Germany).z64","8F68E3B6"
"Pokemon Stadium 2 (Europe).z64","65D28F25"
"Pokemon Stadium 2 (Germany).z64","DB7E2CBD"
"Power Rangers - Lightspeed Rescue (Europe).z64","B02D39FB"
"Premier Manager 64 (Europe).z64","82F83AA0"
"Quake (Europe).z64","69DB4C10"
"Quake II (Europe).z64","5D4D34E7"
"RR64 - Ridge Racer 64 (Europe).z64","BCD49083"
"RTL World League Soccer 2000 (Germany).z64","7C7D9E99"
"Racing Simulation 2 (Germany).z64","BFB37153"
"Rakugakids (Europe).z64","B52C5792"
"Rampage - World Tour (Europe).z64","E334840D"
"Rampage 2 - Universal Tour (Europe).z64","D4BBD8D8"
"Rat Attack (Europe) (En,Fr,De,Es,It,Nl).z64","4A979591"
"Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It).z64","A1A1BFE7"
"Re-Volt (Europe) (En,Fr,De,Es).z64","7E6BFD05"
"Ready 2 Rumble Boxing (Europe) (En,Fr,De).z64","C7252CB3"
"Resident Evil 2 (Europe) (En,Fr).z64","7EEC63AD"
"Road Rash 64 (Europe) (Beta) (1999-10-12).z64","586B084B"
"Road Rash 64 (Europe).z64","869FEC57"
"Roadsters (Europe) (En,Fr,De,Es,It,Nl).z64","4A28D3A8"
"Robotron 64 (Europe).z64","6E38E5BE"
"Rocket - Robot on Wheels (Europe) (Beta) (1999-09-29).z64","0403AF0D"
"Rocket - Robot on Wheels (Europe) (En,Fr,De).z64","32F7ED15"
"Rugrats - Die grosse Schatzsuche (Germany).z64","472EE2CA"
"Rugrats - Treasure Hunt (Europe).z64","63FD0B54"
"Rugrats in Paris - The Movie (Europe).z64","C97B65D9"
"S.C.A.R.S. (Europe) (En,Fr,De).z64","5F407C9D"
"San Francisco Rush - Extreme Racing (Europe) (En,Fr,De).z64","0FA939E3"
"San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl).z64","F93FF2BC"
"Scooby-Doo! - Classic Creep Capers (Europe).z64","C37D556F"
"Shadow Man (Europe) (En,Es,It).z64","5B5A4062"
"Shadow Man (Germany).z64","71DD39A1"
"Shadowgate 64 - Trials of the Four Towers (Europe) (Es,It).z64","1ACB6C86"
"Shadowgate 64 - Trials of the Four Towers (Europe) (Fr,De,Nl).z64","2F9E5493"
"Shadowgate 64 - Trials of the Four Towers (Europe).z64","FC5F5EB1"
"Snowboard Kids (Europe, Australia).z64","6BF81223"
"Snowboard Kids 2 (Australia).z64","CB266ED9"
"South Park (Europe) (En,Fr,Es).z64","EB4F1362"
"South Park (Germany).z64","F344EAAD"
"South Park - Chef's Luv Shack (Europe).z64","542D2C4E"
"South Park Rally (Europe) (Beta) (2000-01-08).z64","C6BB42AE"
"South Park Rally (Europe) (Beta) (2000-01-17).z64","44EDEAE7"
"South Park Rally (Europe).z64","677BC72D"
"SpaceStation Silicon Valley (Europe) (En,Fr,De,Es,It,Nl,Pt).z64","7AE1599C"
"Star Wars - Rogue Squadron (Europe) (En,Fr,De) (Rev 1).z64","DA04DBEB"
"Star Wars - Rogue Squadron (Europe) (En,Fr,De).z64","4E859BBE"
"Star Wars - Shadows of the Empire (Europe).z64","2A4B6164"
"Star Wars Episode I - Battle for Naboo (Europe).z64","964259C4"
"Star Wars Episode I - Racer (Europe) (En,Fr,De).z64","37EE06A0"
"StarCraft 64 (Australia).z64","8469D0E2"
"StarCraft 64 (Germany) (Proto).z64","C5FE12CF"
"Starshot - Space Circus Fever (Europe) (En,Fr,De).z64","936D1354"
"Super Mario 64 (Europe) (En,Fr,De).z64","F28C8C29"
"Super Smash Bros. (Australia).z64","9D1A4D8C"
"Super Smash Bros. (Europe) (En,Fr,De).z64","9058C53F"
"Supercross 2000 (Europe) (En,Fr,De).z64","CE761D5A"
"Superman (Europe) (En,Fr,De,Es,It,Nl).z64","672501DC"
"Sydney 2000 (Europe) (Proto).z64","83ACFDF1"
"TG Rally 2 (Europe).z64","5EBDEC73"
"Tarzan (Europe).z64","3E65BD21"
"Tarzan (Germany).z64","11A3E360"
"Taz Express (Europe) (En,Fr,De,Es,It,Nl).z64","1977EBB0"
"Tetrisphere (Europe).z64","5D2AA8A2"
"Tigger's Honey Hunt (Europe) (En,Fr,De,Es,It,Nl,Da).z64","4DCC2A39"
"Tom Clancy's Rainbow Six (Europe).z64","56B5AA53"
"Tom Clancy's Rainbow Six (Germany).z64","E994DEDF"
"Tom and Jerry in Fists of Furry (Europe) (En,Fr,De,Es,It,Nl).z64","4643DAD2"
"Tonic Trouble (Europe) (Beta).z64","42A16B0D"
"Tonic Trouble (Europe) (En,Fr,De,Es,It).z64","30320509"
"Tony Hawk's Pro Skater 2 (Europe).z64","23DC9722"
"Tony Hawk's Skateboarding (Europe).z64","1C90E964"
"Top Gear Hyper Bike (Europe).z64","C50F5BA7"
"Top Gear Overdrive (Europe).z64","6BD2C883"
"Top Gear Rally (Europe).z64","D6294111"
"Top Gear Rally 2 (Europe) (Beta) (1999-08-31).z64","846DC608"
"Top Gear Rally 2 (Europe).z64","E6C51C6A"
"Toy Story 2 - Buzz Lightyear to the Rescue! (Europe).z64","75479998"
"Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany) (Rev 1).z64","D6EED069"
"Toy Story 2 - Captain Buzz Lightyear auf Rettungsmission! (Germany).z64","8163AD61"
"Turok - Dinosaur Hunter (Europe) (Rev 1).z64","58B4B2D6"
"Turok - Dinosaur Hunter (Europe) (Rev 2).z64","E595CA23"
"Turok - Dinosaur Hunter (Europe).z64","DFCD8214"
"Turok - Dinosaur Hunter (Germany) (Rev 1).z64","8FFEA208"
"Turok - Dinosaur Hunter (Germany) (Rev 2).z64","32DFDAFD"
"Turok - Dinosaur Hunter (Germany).z64","77241B9D"
"Turok - Legenden des Verlorenen Landes (Germany).z64","531F426F"
"Turok - Rage Wars (Europe) (En,Fr,It).z64","D4A1C623"
"Turok - Rage Wars (Europe).z64","0079994A"
"Turok 2 - Seeds of Evil (Europe) (Demo) (Kiosk).z64","1C6862E7"
"Turok 2 - Seeds of Evil (Europe) (En,Fr,Es,It).z64","6DF9F858"
"Turok 2 - Seeds of Evil (Europe).z64","169088D9"
"Turok 2 - Seeds of Evil (Germany).z64","94F87CC0"
"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-05-31).z64","1551BCCC"
"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-06-06) [b].z64","30927576"
"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-10) [b].z64","4B3B3C0C"
"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T211412).z64","0DC4C7B3"
"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-16T220245).z64","972EB556"
"Turok 3 - Shadow of Oblivion (Europe) (Beta) (2000-07-18).z64","0D6910E2"
"Turok 3 - Shadow of Oblivion (Europe).z64","E1B84E09"
"Twisted Edge - Snowboarding (Europe).z64","1ACC97A4"
"V-Rally Edition 99 (Europe) (En,Fr,De).z64","61F3D4EA"
"Vigilante 8 (Europe).z64","84241E18"
"Vigilante 8 (Germany).z64","342BCAA9"
"Vigilante 8 - 2nd Offense (Europe).z64","90F6A40C"
"Virtual Chess 64 (Europe) (En,Fr,De,Es,It,Nl).z64","78B7C331"
"Virtual Pool 64 (Europe).z64","2B23EC2F"
"WCW Mayhem (Europe).z64","597BADE4"
"WCW vs. nWo - World Tour (Europe).z64","655D250E"
"WCW-nWo Revenge (Europe).z64","9ECC678D"
"WWF Attitude (Europe).z64","E47CDFAE"
"WWF Attitude (Germany).z64","A99E0DFA"
"WWF No Mercy (Europe) (Rev 1).z64","4099E8B8"
"WWF No Mercy (Europe).z64","417AD132"
"WWF War Zone (Europe).z64","9CB10BA5"
"WWF WrestleMania 2000 (Europe).z64","CA591482"
"Waialae Country Club - True Golf Classics (Europe) (Rev 1).z64","8B0CF1D2"
"Waialae Country Club - True Golf Classics (Europe).z64","FF798309"
"War Gods (Europe).z64","FF7D9736"
"Wave Race 64 - Kawasaki Jet Ski (Europe) (En,De).z64","75410D5C"
"Wayne Gretzky's 3D Hockey '98 (Europe) (En,Fr,De,Es).z64","A620C5EE"
"Wayne Gretzky's 3D Hockey (Europe) (En,Fr,De,Es).z64","A258DDC1"
"Wetrix (Europe) (En,Fr,De,Es,It,Nl).z64","9FF9DDBE"
"Wipeout 64 (Europe) (Beta).z64","AB5D1F22"
"Wipeout 64 (Europe).z64","179FAE79"
"World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da).z64","DC27CA4E"
"World Driver Championship (Europe) (En,Fr,De,Es,It).z64","4407F6C6"
"Worms Armageddon (Europe) (En,Fr,De,Es,It,Nl).z64","899B8615"
"Xena - Warrior Princess - The Talisman of Fate (Europe).z64","DAF5D39D"
"Xplorer 64 (Germany) (v1.067) (Unl).n64","DABA6CA8"
"Yoshi's Story (Europe) (En,Fr,De).z64","A7A27103"
